Iteracion;nBoids;Boid;Location X;Location Y;Velocity X; Velocity Y;Acceleration X; Acceleration Y
89;250;58;660.24506;124.47971;1.9274541;-0.40319547;-0.0;-0.0
90;250;58;662.164;124.06209;1.9189548;-0.41762453;-0.0;-0.0
91;250;50;656.126;108.66653;1.6903348;-0.821458;-0.0;-0.0
91;250;58;664.07587;123.630974;1.9118577;-0.43111706;-0.0;-0.0
92;250;50;657.8037;107.84222;1.6777604;-0.8243132;-0.0;-0.0
92;250;58;665.9814;123.18716;1.9055463;-0.44381726;-0.0;-0.0
92;250;214;664.02106;140.13974;1.9360249;-0.3653008;-0.0;0.0
93;250;50;659.4706;107.01485;1.6668504;-0.82736677;-0.0;-0.0
93;250;58;667.8684;122.73147;1.887044;-0.4556881;-0.0;-0.0
93;250;214;665.98474;139.76033;1.9636828;-0.37940788;0.0;-0.0
94;250;50;661.1188;106.18536;1.6481768;-0.8294833;-0.0;-0.0
94;250;58;669.7406;122.2625;1.8722067;-0.46896753;-0.0;-0.0
94;250;214;667.9276;139.43141;1.9428554;-0.328912;-0.0;0.0
95;250;50;662.75037;105.35321;1.6315769;-0.83215183;-0.0;-0.0
95;250;58;671.5999;121.779854;1.8593004;-0.48264432;-0.0;-0.0
95;250;214;669.88464;139.04372;1.9570304;-0.38768882;0.0;-0.0
96;250;40;670.57935;158.17996;1.7736603;0.2421197;-0.0;0.0
96;250;50;664.36224;104.51905;1.6118773;-0.8341628;-0.0;-0.0
96;250;58;673.4476;121.28348;1.8476342;-0.49637532;-0.0;-0.0
96;250;214;671.8345;138.71109;1.9498191;-0.3326252;-0.0;0.0
97;250;40;672.3491;158.42683;1.7697502;0.24687305;-0.0;0.0
97;250;50;665.6805;103.77706;1.3182442;-0.74199116;-0.0;0.0
97;250;58;675.2845;120.77347;1.8369265;-0.51000947;-0.0;-0.0
97;250;214;673.7853;138.31244;1.9507859;-0.3986578;0.0;-0.0
98;250;3;663.3805;137.22232;1.944412;-0.3145724;-0.0;0.0
98;250;40;674.11523;158.67831;1.7660965;0.25148368;-0.0;0.0
98;250;50;667.0218;103.02847;1.3412801;-0.74858683;0.0;-0.0
98;250;58;677.1113;120.25;1.8268441;-0.52346575;-0.0;-0.0
98;250;178;660.628;127.48376;1.8848;-0.54366666;-0.0;-0.0
98;250;214;675.4392;138.0632;1.6539145;-0.24923423;-0.0;0.0
98;250;219;657.4205;117.107475;1.9135935;-0.45993403;0.0;-0.0
99;250;3;665.3515;136.8829;1.9709879;-0.3394209;0.0;-0.0
99;250;40;675.8703;158.93642;1.7550704;0.25809687;-0.0;0.0
99;250;50;668.38336;102.27274;1.3615721;-0.7557262;0.0;-0.0
99;250;58;678.92896;119.71335;1.8176306;-0.5366483;-0.0;-0.0
99;250;178;662.5407;126.98253;1.9127445;-0.5012267;0.0;0.0
99;250;214;677.1347;137.81796;1.6955004;-0.2452406;0.0;0.0
99;250;219;659.338;116.64491;1.9175351;-0.4625652;0.0;-0.0
100;250;0;660.2349;130.43242;1.9670725;-0.30716103;0.0;0.0
100;250;3;667.2819;136.4861;1.9304097;-0.3968049;-0.0;-0.0
100;250;40;677.6063;159.20187;1.7360231;0.26544997;-0.0;0.0
100;250;50;669.7703;101.51358;1.3869807;-0.75916404;0.0;-0.0
100;250;58;680.738;119.16386;1.809025;-0.5494943;-0.0;-0.0
100;250;148;652.62225;94.07023;1.2985958;-0.8923177;-0.0;-0.0
100;250;178;664.43;126.47272;1.8892765;-0.50981134;-0.0;-0.0
100;250;187;667.1938;148.21054;1.8703833;0.077981725;-0.0;0.0
100;250;214;678.87085;137.57602;1.7361232;-0.24195087;0.0;0.0
100;250;219;661.257;116.17968;1.91903;-0.4652349;0.0;-0.0
101;250;0;662.1911;130.1416;1.956206;-0.29081556;-0.0;0.0
101;250;3;669.22687;136.15204;1.9449701;-0.33405554;0.0;0.0
101;250;40;679.02765;159.51436;1.4213414;0.31248793;-0.0;0.0
101;250;50;671.178;100.74913;1.4076602;-0.7644494;0.0;-0.0
101;250;58;682.5389;118.601845;1.8008839;-0.5620094;-0.0;-0.0
101;250;148;653.6285;93.2797;1.0062097;-0.79052544;-0.0;0.0
101;250;178;666.30536;125.95286;1.8753761;-0.5198618;-0.0;-0.0
101;250;187;669.0629;148.2928;1.8691689;0.082259834;-0.0;0.0
101;250;197;656.3379;109.60297;1.6181043;-0.8061119;-0.0;-0.0
101;250;199;656.03467;113.41295;1.8096036;-0.69690424;0.0;0.0
101;250;214;680.64636;137.33672;1.7755281;-0.2393105;0.0;0.0
101;250;219;663.17773;115.71238;1.9206852;-0.4673003;0.0;-0.0
101;250;240;663.9027;140.83719;1.9192681;-0.002597624;0.0;0.0
102;250;0;664.1407;129.8677;1.9495641;-0.2738962;-0.0;0.0
102;250;3;671.1803;135.84045;1.9534565;-0.3115872;0.0;0.0
102;250;40;680.45935;159.83336;1.4317232;0.31899697;0.0;0.0
102;250;50;672.6029;99.97866;1.4249257;-0.77046657;0.0;-0.0
102;250;58;684.3319;118.027664;1.7930549;-0.57418287;-0.0;-0.0
102;250;148;654.64343;92.48108;1.0149454;-0.7986243;0.0;-0.0
102;250;163;658.6869;124.777916;1.936599;-0.43210423;0.0;0.0
102;250;178;668.17224;125.42286;1.866867;-0.5299982;-0.0;-0.0
102;250;187;670.93115;148.37914;1.8682369;0.086337596;-0.0;0.0
102;250;197;657.66113;108.89035;1.3232434;-0.71261847;-0.0;0.0
102;250;199;657.84955;112.71847;1.8148775;-0.69448346;0.0;0.0
102;250;214;682.45953;137.09938;1.8131422;-0.23733196;0.0;0.0
102;250;219;665.118;115.281906;1.9402435;-0.43047062;0.0;0.0
102;250;232;670.90735;161.82796;1.6143566;0.3267787;-0.0;0.0
102;250;240;665.81903;140.841;1.9163299;0.0038169515;-0.0;0.0
103;250;0;666.09216;129.60698;1.9514737;-0.26072127;0.0;0.0
103;250;3;673.1278;135.54521;1.9475368;-0.29524153;-0.0;0.0
103;250;40;681.9069;160.15518;1.4475849;0.32181963;0.0;0.0
103;250;50;674.04193;99.201744;1.4390233;-0.77691853;0.0;-0.0
103;250;58;686.1174;117.44162;1.7854326;-0.58604276;-0.0;-0.0
103;250;105;657.6811;119.63665;1.8574426;-0.57260454;-0.0;-0.0
103;250;148;655.3869;91.77681;0.74344254;-0.70427096;-0.0;0.0
103;250;163;660.61115;124.33842;1.9242393;-0.43950242;-0.0;-0.0
103;250;178;669.7542;124.965866;1.5819814;-0.4569933;-0.0;0.0
103;250;187;672.49915;148.51663;1.567966;0.1375035;-0.0;0.0
103;250;194;663.71045;138.6625;1.9707952;-0.1916167;-0.0;-0.0
103;250;197;659.0053;108.17047;1.3441527;-0.7198829;0.0;-0.0
103;250;199;659.66504;112.0249;1.815504;-0.6935683;0.0;0.0
103;250;214;684.30743;136.86382;1.8479004;-0.23556975;0.0;0.0
103;250;219;667.03217;114.84744;1.9141746;-0.43446425;-0.0;-0.0
103;250;232;672.5155;162.15964;1.6081464;0.3316753;-0.0;0.0
103;250;240;667.7347;140.84984;1.9156471;0.00883089;-0.0;0.0
104;250;0;667.74774;129.42126;1.6555822;-0.18571796;-0.0;0.0
104;250;3;675.07635;135.2634;1.9485615;-0.28181475;0.0;0.0
104;250;40;683.3691;160.48003;1.4621793;0.3248374;0.0;0.0
104;250;50;675.4845;98.41675;1.4425368;-0.78499776;0.0;-0.0
104;250;58;687.8956;116.843994;1.778239;-0.5976273;-0.0;-0.0
104;250;105;659.54407;119.06346;1.8630024;-0.5731881;0.0;-0.0
104;250;148;656.15436;91.0628;0.76746196;-0.7140113;0.0;-0.0
104;250;163;662.23474;123.96127;1.6235741;-0.37714118;-0.0;0.0
104;250;178;671.3773;124.5064;1.6231073;-0.45946705;0.0;-0.0
104;250;187;674.0957;148.64633;1.5965835;0.12970328;0.0;-0.0
104;250;194;665.68146;138.44775;1.9710028;-0.214751;0.0;-0.0
104;250;197;660.3694;107.443695;1.3640484;-0.7267759;0.0;-0.0
104;250;199;661.4965;111.34057;1.8314723;-0.6843352;0.0;0.0
104;250;214;686.18634;136.6294;1.87892;-0.23442703;0.0;0.0
104;250;219;668.93115;114.405045;1.8989714;-0.44239804;-0.0;-0.0
104;250;222;656.13025;107.23892;1.5665311;-0.8201175;-0.0;-0.0
104;250;232;674.11725;162.49619;1.6017423;0.33654252;-0.0;0.0
104;250;233;657.93243;114.908806;1.7811942;-0.7144742;0.0;0.0
104;250;239;667.94385;152.27074;1.8231686;0.1577623;-0.0;0.0
104;250;240;669.6477;140.8648;1.9130183;0.01497333;-0.0;0.0
105;250;0;669.4444;129.21837;1.6966662;-0.20289178;0.0;-0.0
105;250;3;677.03015;134.99034;1.953784;-0.273058;0.0;0.0
105;250;40;684.8446;160.80806;1.4755123;0.32803977;0.0;0.0
105;250;50;676.9285;97.62394;1.4440094;-0.7928068;0.0;-0.0
105;250;58;689.66693;116.23505;1.771279;-0.6089474;-0.0;-0.0
105;250;95;660.01514;129.52217;1.9530573;-0.39172906;0.0;-0.0
105;250;105;661.40906;118.488686;1.8649894;-0.57477695;0.0;-0.0
105;250;148;656.9435;90.33896;0.7891483;-0.72383976;0.0;-0.0
105;250;163;663.90027;123.57602;1.6655544;-0.38525674;0.0;-0.0
105;250;178;673.04083;124.044426;1.6634855;-0.46197236;0.0;-0.0
105;250;179;665.4804;147.63658;1.7862729;0.17943978;-0.0;0.0
105;250;187;675.4207;148.81863;1.325016;0.1723054;-0.0;0.0
105;250;194;667.64545;138.17996;1.9639596;-0.26778436;-0.0;-0.0
105;250;197;661.74945;106.70937;1.3800824;-0.73431784;0.0;-0.0
105;250;199;663.34186;110.66471;1.8453248;-0.6758544;0.0;0.0
105;250;214;688.0901;136.39738;1.9037513;-0.23200825;0.0;0.0
105;250;219;670.8204;113.95316;1.8892283;-0.45187974;-0.0;-0.0
105;250;222;657.69305;106.41719;1.5628015;-0.82173085;-0.0;-0.0
105;250;232;675.7154;162.837;1.5981334;0.34082475;-0.0;0.0
105;250;233;659.7415;114.26038;1.8090868;-0.6484229;0.0;0.0
105;250;239;669.4617;152.4756;1.5178343;0.20485967;-0.0;0.0
105;250;240;671.55634;140.88689;1.9086137;0.022084093;-0.0;0.0
106;250;0;671.1819;128.9977;1.7374777;-0.22067472;0.0;-0.0
106;250;3;678.9706;134.73326;1.9404532;-0.2570777;-0.0;0.0
106;250;40;686.3337;161.13857;1.489089;0.33050174;0.0;0.0
106;250;50;678.3722;96.82361;1.4436935;-0.8003314;-0.0;-0.0
106;250;58;691.4314;115.615005;1.7644672;-0.62003714;-0.0;-0.0
106;250;95;661.94824;129.11987;1.9331219;-0.40229756;-0.0;-0.0
106;250;105;663.2604;117.90959;1.851312;-0.57909054;-0.0;-0.0
106;250;148;657.75244;89.60542;0.8089681;-0.733533;0.0;-0.0
106;250;163;665.6077;123.183754;1.7074529;-0.3922691;0.0;-0.0
106;250;167;664.1972;141.71432;1.8545004;0.074195296;-0.0;0.0
106;250;170;662.5231;135.4303;1.9702753;-0.185099;-0.0;0.0
106;250;178;674.7439;123.58046;1.70305;-0.46396977;0.0;-0.0
106;250;179;666.9725;147.85599;1.4920859;0.21941304;-0.0;0.0
106;250;187;676.7837;148.97453;1.3629689;0.15589191;0.0;-0.0
106;250;190;659.20526;123.54393;1.8186793;-0.6276818;-0.0;-0.0
106;250;194;669.31494;137.94684;1.6694846;-0.23311785;-0.0;0.0
106;250;197;662.8604;106.06335;1.1109468;-0.6460243;-0.0;0.0
106;250;198;655.6541;110.407684;1.5711075;-0.8055962;0.0;-0.0
106;250;199;665.1728;109.98817;1.8309597;-0.6765455;-0.0;-0.0
106;250;209;654.0893;103.37202;1.3717047;-0.84991574;-0.0;-0.0
106;250;214;690.01117;136.17007;1.9210663;-0.22730517;0.0;0.0
106;250;219;672.7026;113.49166;1.8822188;-0.4615034;-0.0;-0.0
106;250;222;659.2507;105.59395;1.5576434;-0.82324535;-0.0;-0.0
106;250;232;677.3084;163.18231;1.5930347;0.34531224;-0.0;0.0
106;250;233;661.58026;113.63519;1.8387531;-0.6251912;0.0;0.0
106;250;239;671.0047;152.67522;1.5430483;0.19962305;0.0;-0.0
106;250;240;673.4649;140.91356;1.9085556;0.026667278;-0.0;0.0
107;250;0;672.96045;128.76292;1.7785757;-0.23476692;0.0;-0.0
107;250;3;680.90515;134.49132;1.9345654;-0.24194644;-0.0;0.0
107;250;40;687.8454;161.46333;1.5117235;0.3247738;0.0;-0.0
107;250;50;679.814;96.016075;1.4418116;-0.80753684;-0.0;-0.0
107;250;58;692.90173;115.070404;1.4703462;-0.54460526;-0.0;0.0
107;250;95;663.906;128.73425;1.9577934;-0.38561508;0.0;0.0
107;250;105;665.1203;117.33119;1.8599437;-0.5784005;0.0;0.0
107;250;148;658.5791;88.86237;0.82667345;-0.7430465;0.0;-0.0
