Iteracion;nBoids;Boid;Location X;Location Y;Velocity X; Velocity Y;Acceleration X; Acceleration Y
105;20;13;656.9318;117.621254;1.1624815;-0.6425167;-0.0;-0.0
106;20;13;658.0827;116.97717;1.1508522;-0.64408416;-0.0;-0.0
107;20;11;666.1344;145.94485;1.8941022;0.10667132;-0.0;0.0
107;20;13;659.22217;116.33162;1.1394918;-0.6455546;-0.0;-0.0
108;20;11;668.01324;146.07182;1.8788252;0.12697214;-0.0;0.0
108;20;13;660.35065;115.68467;1.1284523;-0.6469522;-0.0;-0.0
109;20;11;669.87665;146.219;1.8634026;0.14716592;-0.0;0.0
109;20;13;661.46844;115.03639;1.1177678;-0.64827514;-0.0;-0.0
110;20;11;671.4272;146.42601;1.5505134;0.20702344;-0.0;0.0
110;20;13;662.5759;114.386856;1.1074728;-0.64953375;-0.0;-0.0
110;20;19;659.40985;124.53082;1.1161867;-0.5574033;-0.0;0.0
111;20;8;665.07166;142.0354;1.7329624;-0.44757226;-0.0;-0.0
111;20;11;672.99304;146.65598;1.565848;0.22996157;0.0;0.0
111;20;13;663.6736;113.73606;1.0976322;-0.6507955;-0.0;-0.0
111;20;19;660.50385;123.97739;1.0939995;-0.55343616;-0.0;0.0
112;20;8;666.7886;141.57869;1.7169207;-0.45670953;-0.0;-0.0
112;20;11;674.57935;146.90315;1.5862765;0.24717265;0.0;0.0
112;20;13;664.76184;113.08398;1.0882847;-0.65208715;-0.0;-0.0
112;20;19;661.57477;123.429115;1.0709035;-0.5482694;-0.0;0.0
113;20;8;668.48914;141.11287;1.7005638;-0.46582708;-0.0;-0.0
113;20;11;676.17975;147.16948;1.6004025;0.26632154;0.0;0.0
113;20;13;665.8413;112.43056;1.0794601;-0.6534198;-0.0;-0.0
113;20;19;662.62177;122.88721;1.0470153;-0.5419054;-0.0;0.0
114;20;8;669.886;140.72418;1.3968563;-0.3886931;-0.0;0.0
114;20;11;677.81177;147.4338;1.6319952;0.26432693;0.0;-0.0
114;20;12;665.41144;145.19997;1.8904246;-0.3370837;-0.0;-0.0
114;20;13;666.9124;111.77584;1.0711302;-0.65471846;-0.0;-0.0
114;20;19;663.6446;122.35246;1.0228312;-0.5347469;-0.0;0.0
115;20;8;671.2895;140.31664;1.4034733;-0.40755162;0.0;-0.0
115;20;11;679.47174;147.69977;1.6599753;0.26596606;0.0;0.0
115;20;12;667.2962;144.943;1.8847638;-0.2569686;-0.0;0.0
115;20;13;667.97577;111.11985;1.0633271;-0.65598714;-0.0;-0.0
115;20;19;664.64294;121.82571;0.99837327;-0.5267591;-0.0;0.0
116;20;8;672.6985;139.89134;1.4089874;-0.42529413;0.0;-0.0
116;20;11;680.8655;147.99127;1.3937488;0.29149812;-0.0;0.0
116;20;12;669.18097;144.7623;1.8847477;-0.18069482;-0.0;0.0
116;20;13;669.03186;110.46262;1.0560735;-0.6572237;-0.0;-0.0
116;20;19;665.61664;121.30779;0.97366476;-0.5179106;-0.0;0.0
117;20;8;674.10895;139.44911;1.4104502;-0.4422307;0.0;-0.0
117;20;11;682.2977;148.27364;1.4322336;0.28235936;0.0;-0.0
117;20;12;671.07184;144.64984;1.8908592;-0.112456515;0.0;0.0
117;20;13;670.0813;109.80415;1.0494255;-0.6584673;-0.0;-0.0
117;20;19;666.5654;120.79952;0.9487935;-0.50826687;-0.0;0.0
